observed	O
associations	O
between	O
altered	O
semen	O
quality	O
and	O
1N	B-Chemical
are	O
consistent	O
with	O
previous	O
studies	O
of	O
carbaryl	B-Chemical
exposure	O
","	O
although	O
suggestive	O
associations	O
with	O
TCPY	B-Chemical
are	O
difficult	O
to	O
interpret	O
because	O
human	O
and	O
animal	O
data	O
are	O
currently	O
limited	O
.	O
	
Despite	O
the	O
ubiquitous	O
use	O
of	O
insecticides	O
and	O
subsequent	O
exposure	O
among	O
the	O
general	O
population	O
[	O
Centers	O
for	O
Disease	O
Control	O
and	O
Prevention	O
(	O
CDC	O
)	O
2003	O
;	O
Hill	O
et	O
al	O
.	O
	
1995	O
;	O
MacIntosh	O
et	O
al	O
.	O
	
1999	O
"],"	O
there	O
are	O
limited	O
human	O
studies	O
investigating	O
associations	O
between	O
exposure	O
to	O
contemporary	O
-	O
use	O
insecticides	O
at	O
environmental	O
levels	O
and	O
male	O
reproductive	O
health	O
.	O
	
Human	O
and	O
animal	O
data	O
suggest	O
a	O
potential	O
association	O
between	O
exposures	O
to	O
some	O
commonly	O
used	O
insecticides	O
and	O
decreased	O
semen	O
quality	O
.	O
	
A	O
study	O
of	O
workers	O
that	O
packaged	O
carbaryl	B-Chemical
found	O
an	O
increased	O
proportion	O
of	O
oligozoospermic	O
(<	O
20	O
million	O
sperm	O
/	O
mL	O
)	O
and	O
teratospermic	O
(>	O
60	O
%	O
abnormal	O
sperm	O
morphology	O
)	O
men	O
compared	O
with	O
a	O
reference	O
group	O
of	O
chemical	O
workers	O
(	O
Whorton	O
et	O
al	O
.	O
	
1979	O
;	O
Wyrobek	O
et	O
al	O
.	O
	
1981	O
).	O
	
Further	O
support	O
for	O
carbaryl	B-Chemical
’	O
s	O
testicular	O
toxicity	O
comes	O
from	O
studies	O
in	O
laboratory	O
rats	O
that	O
showed	O
associations	O
between	O
carbaryl	B-Chemical
exposure	O
and	O
sperm	O
shape	O
abnormalities	O
and	O
chromosomal	O
aberrations	O
(	O
Luca	O
and	O
Balan	O
1987	O
"),"	O
as	O
well	O
as	O
dose	O
–	O
response	O
relationships	O
between	O
carbaryl	B-Chemical
exposure	O
and	O
a	O
decline	O
in	O
epididymal	O
sperm	O
count	O
and	O
motility	O
and	O
increased	O
abnormal	O
sperm	O
morphology	O
(	O
Pant	O
et	O
al	O
.	O
	
1995	O
","	O
1996	O
;	O
Rybakova	O
1966	O
;	O
Shtenberg	O
and	O
Rybakova	O
1968	O
).	O
	
Carbaryl	B-Chemical
was	O
also	O
found	O
to	O
disrupt	O
endocrine	O
regulation	O
of	O
gonadal	O
function	O
in	O
fish	O
(	O
Ghosh	O
and	O
Bhattacharya	O
1990	O
).	O
	
Chlorpyrifos	B-Chemical
","	O
a	O
frequently	O
used	O
insecticide	O
until	O
being	O
banned	O
for	O
residential	O
use	O
(	O
Lewis	O
2000	O
"),"	O
is	O
less	O
studied	O
than	O
is	O
carbaryl	B-Chemical
for	O
its	O
testicular	O
toxicity	O
but	O
has	O
been	O
found	O
to	O
disrupt	O
endocrine	O
regulation	O
in	O
ewes	O
(	O
Rawlings	O
et	O
al	O
.	O
	
1998	O
).	O
	
Recently	O
","	O
the	O
CDC	O
reported	O
measurable	O
levels	O
of	O
urinary	O
3	B-Chemical
","	I-Chemical
5	I-Chemical
","	I-Chemical
6	I-Chemical
-	I-Chemical
trichloro	I-Chemical
-	I-Chemical
2	I-Chemical
-	I-Chemical
pyridinol	I-Chemical
(	O
TCPY	B-Chemical
"),"	O
a	O
metabolite	O
of	O
chlorpyrifos	B-Chemical
and	O
chlorpyrifos	B-Chemical
-	I-Chemical
methyl	I-Chemical
","	O
and	O
1	B-Chemical
-	I-Chemical
naphthol	I-Chemical
(	O
1N	B-Chemical
"),"	O
a	O
metabolite	O
of	O
carbaryl	B-Chemical
and	O
naphthalene	B-Chemical
","	O
in	O
>	O
90	O
%	O
and	O
75	O
%	O
of	O
males	O
in	O
the	O
United	O
States	O
","	O
respectively	O
(	O
CDC	O
2003	O
).	O
	
The	O
present	O
study	O
was	O
designed	O
to	O
investigate	O
the	O
association	O
between	O
environmental	O
exposure	O
to	O
the	O
nonpersistent	O
insecticides	O
chlorpyrifos	B-Chemical
and	O
carbaryl	B-Chemical
and	O
altered	O
semen	O
quality	O
among	O
adult	O
men	O
.	O
	
Insecticide	O
metabolite	O
levels	O
in	O
urine	O
were	O
used	O
as	O
biomarkers	O
of	O
chlorpyrifos	B-Chemical
and	O
carbaryl	B-Chemical
exposure	O
.	O
	
Materials	O
and	O
Methods	O
	
Study	O
subjects	O
were	O
men	O
who	O
were	O
partners	O
in	O
subfertile	O
couples	O
seeking	O
infertility	O
diagnosis	O
from	O
the	O
Vincent	O
Burnham	O
Andrology	O
lab	O
at	O
Massachusetts	O
General	O
Hospital	O
(	O
Boston	O
","	O
MA	O
)	O
between	O
January	O
2000	O
and	O
April	O
2003	O
.	O
	
The	O
study	O
was	O
approved	O
by	O
the	O
human	O
studies	O
institutional	O
review	O
boards	O
of	O
the	O
Massachusetts	O
General	O
Hospital	O
and	O
the	O
Harvard	O
School	O
of	O
Public	O
Health	O
.	O
	
After	O
the	O
study	O
procedures	O
were	O
explained	O
and	O
all	O
questions	O
answered	O
","	O
subjects	O
signed	O
informed	O
consent	O
forms	O
.	O
	
Details	O
of	O
subject	O
recruitment	O
have	O
been	O
previously	O
described	O
(	O
Hauser	O
et	O
al	O
.	O
	
2003	O
).	O
	
Briefly	O
","	O
consecutive	O
eligible	O
men	O
were	O
recruited	O
to	O
participate	O
.	O
	
Of	O
those	O
approached	O
","	O
65	O
%	O
consented	O
.	O
	
Most	O
men	O
who	O
declined	O
to	O
participate	O
in	O
the	O
study	O
cited	O
lack	O
of	O
time	O
on	O
the	O
day	O
of	O
their	O
clinic	O
visit	O
as	O
the	O
reason	O
for	O
not	O
participating	O
.	O
	
Men	O
with	O
a	O
medical	O
history	O
of	O
risk	O
factors	O
for	O
infertility	O
(	O
e	O
.	O
g	O
".,"	O
varicocele	O
or	O
orchidopexy	O
)	O
were	O
a	O
priori	O
excluded	O
from	O
the	O
study	O
analyses	O
.	O
	
None	O
of	O
the	O
men	O
reported	O
occupational	O
exposure	O
to	O
pesticides	O
or	O
other	O
agents	O
suspected	O
to	O
be	O
associated	O
with	O
semen	O
quality	O
.	O
	
A	O
single	O
spot	O
urine	O
sample	O
was	O
collected	O
from	O
each	O
subject	O
on	O
the	O
same	O
day	O
as	O
the	O
semen	O
sample	O
.	O
	
Urine	O
samples	O
were	O
frozen	O
at	O
−	O
20	O
°	O
C	O
and	O
mailed	O
on	O
dry	O
ice	O
to	O
the	O
CDC	O
","	O
where	O
TCPY	B-Chemical
and	O
1N	B-Chemical
were	O
measured	O
as	O
previously	O
described	O
by	O
Hill	O
et	O
al	O
.	O
	
(	O
1995	O
).	O
	
Briefly	O
","	O
samples	O
were	O
fortified	O
with	O
stable	O
isotope	O
analogs	O
of	O
the	O
target	O
analytes	O
","	O
and	O
glucuronide	B-Chemical
or	O
sulfate	B-Chemical
-	O
bound	O
metabolites	O
were	O
liberated	O
using	O
an	O
enzyme	O
hydrolysis	O
.	O
	
TCPY	B-Chemical
and	O
1N	B-Chemical
were	O
isolated	O
using	O
liquid	O
–	O
liquid	O
extraction	O
","	O
chemically	O
derivatized	O
","	O
and	O
measured	O
using	O
gas	O
chromatography	O
–	O
chemical	O
ionization	O
–	O
tandem	O
mass	O
spectrometry	O
.	O
	
Although	O
creatinine	B-Chemical
concentrations	O
are	O
commonly	O
used	O
to	O
adjust	O
for	O
variable	O
urine	O
dilution	O
in	O
spot	O
samples	O
when	O
measuring	O
pesticide	O
metabolites	O
","	O
creatinine	B-Chemical
adjustment	O
may	O
not	O
be	O
appropriate	O
for	O
compounds	O
that	O
undergo	O
active	O
tubular	O
secretion	O
","	O
which	O
includes	O
organic	O
compounds	O
such	O
as	O
TCPY	B-Chemical
and	O
1N	B-Chemical
that	O
can	O
be	O
conjugated	O
by	O
the	O
liver	O
in	O
the	O
form	O
of	O
glucuronides	B-Chemical
or	O
sulfates	O
(	O
Boeniger	O
et	O
al	O
.	O
	
1993	O
).	O
	
Creatinine	B-Chemical
levels	O
also	O
vary	O
by	O
sex	O
","	O
age	O
","	O
muscle	O
mass	O
","	O
race	O
","	O
diet	O
","	O
activity	O
","	O
and	O
time	O
of	O
day	O
.	O
	
Therefore	O
","	O
adjusting	O
urine	O
insecticide	O
metabolite	O
concentrations	O
using	O
specific	O
gravity	O
(	O
SG	O
)	O
may	O
be	O
more	O
appropriate	O
;	O
thus	O
","	O
SG	O
was	O
used	O
as	O
the	O
primary	O
method	O
for	O
dilution	O
adjustment	O
in	O
the	O
present	O
study	O
.	O
	
However	O
","	O
in	O
addition	O
to	O
SG	O
-	O
adjusted	O
results	O
","	O
volume	O
-	O
based	O
(	O
unadjusted	O
)	O
and	O
creatinine	B-Chemical
-	O
adjusted	O
TCPY	B-Chemical
and	O
1N	B-Chemical
concentrations	O
were	O
also	O
determined	O
to	O
allow	O
for	O
comparisons	O
with	O
exposure	O
distributions	O
from	O
other	O
studies	O
.	O
	
Samples	O
with	O
creatinine	B-Chemical
concentrations	O
>	O
300	O
mg	O
/	O
dL	O
or	O
<	O
30	O
mg	O
/	O
dL	O
","	O
or	O
with	O
SG	O
>	O
1	O
.	O
3	O
or	O
<	O
1	O
.	O
1	O
","	O
were	O
considered	O
too	O
concentrated	O
or	O
too	O
dilute	O
","	O
respectively	O
","	O
to	O
provide	O
valid	O
results	O
(	O
Teass	O
et	O
al	O
.	O
	
1998	O
)	O
and	O
were	O
excluded	O
.	O
	
Creatinine	B-Chemical
was	O
measured	O
photo	O
-	O
metrically	O
using	O
kinetic	O
colorimetric	O
assay	O
technology	O
with	O
a	O
Hitachi	O
911	O
automated	O
chemistry	O
analyzer	O
(	O
Roche	O
Diagnostics	O
","	O
Indianapolis	O
","	O
IN	O
).	O
	
SG	O
was	O
measured	O
using	O
a	O
handheld	O
refractometer	O
(	O
National	O
Instrument	O
Company	O
Inc	O
".,"	O
Baltimore	O
","	O
MD	O
).	O
	
Measurement	O
of	O
the	O
semen	O
parameters	O
(	O
sperm	O
concentration	O
","	O
motility	O
","	O
and	O
morphology	O
)	O
has	O
been	O
described	O
previously	O
(	O
Hauser	O
et	O
al	O
.	O
	
2003	O
).	O
	
Briefly	O
","	O
we	O
measured	O
sperm	O
count	O
and	O
motility	O
by	O
computer	O
-	O
aided	O
semen	O
analysis	O
(	O
CASA	O
)	O
using	O
the	O
Hamilton	O
Thorne	O
IVOS	O
10	O
Analyzer	O
(	O
Hamilton	O
-	O
Thorne	O
Research	O
","	O
Beverly	O
","	O
MA	O
).	O
	
To	O
assess	O
sperm	O
morphology	O
","	O
we	O
evaluated	O
200	O
sperm	O
using	O
the	O
Tygerberg	O
Strict	O
Criteria	O
(	O
Kruger	O
et	O
al	O
.	O
	
1988	O
).	O
	
In	O
addition	O
","	O
seven	O
CASA	O
motion	O
parameters	O
were	O
measured	O
.	O
	
Measurement	O
of	O
these	O
parameters	O
has	O
been	O
previously	O
described	O
(	O
Duty	O
et	O
al	O
.	O
	
2004	O
).	O
	
Briefly	O
","	O
CASA	O
outcomes	O
included	O
a	O
mathematically	O
smoothed	O
velocity	O
(	O
designated	O
VAP	O
"),"	O
straight	O
-	O
line	O
velocity	O
(	O
VSL	O
"),"	O
curvilinear	O
velocity	O
(	O
VCL	O
"),"	O
amplitude	O
of	O
lateral	O
head	O
displacement	O
(	O
ALH	O
)	O
that	O
corresponds	O
to	O
the	O
mean	O
width	O
of	O
the	O
head	O
oscillation	O
as	O
the	O
cell	O
swims	O
","	O
and	O
beat	O
cross	O
frequency	O
(	O
BCF	O
"),"	O
which	O
measures	O
the	O
frequency	O
with	O
which	O
the	O
cell	O
track	O
crosses	O
the	O
cell	O
path	O
in	O
either	O
direction	O
.	O
	
VAP	O
","	O
VSL	O
","	O
straightness	O
(	O
STR	O
=	O
VSL	O
/	O
VAP	O
×	O
100	O
"),"	O
and	O
linearity	O
(	O
LIN	O
=	O
VSL	O
/	O
VCL	O
×	O
100	O
)	O
are	O
indicators	O
of	O
sperm	O
progression	O
","	O
whereas	O
VCL	O
","	O
ALH	O
","	O
and	O
BCF	O
are	O
indicators	O
of	O
sperm	O
vigor	O
.	O
	
We	O
also	O
used	O
STR	O
and	O
LIN	O
to	O
describe	O
sperm	O
swimming	O
pattern	O
.	O
	
Some	O
of	O
the	O
CASA	O
parameters	O
were	O
strongly	O
correlated	O
with	O
each	O
other	O
because	O
they	O
describe	O
different	O
aspects	O
of	O
the	O
same	O
movement	O
.	O
	
Measures	O
of	O
progression	O
","	O
VAP	O
and	O
VSL	O
","	O
were	O
highly	O
correlated	O
","	O
which	O
indicated	O
they	O
were	O
likely	O
measuring	O
a	O
similar	O
characteristic	O
of	O
sperm	O
movement	O
.	O
	
We	O
chose	O
VSL	O
over	O
VAP	O
as	O
a	O
measure	O
of	O
progression	O
because	O
it	O
is	O
a	O
direct	O
measurement	O
as	O
opposed	O
to	O
a	O
mathematically	O
smoothed	O
value	O
.	O
	
VCL	O
was	O
chosen	O
as	O
a	O
measure	O
of	O
vigor	O
and	O
was	O
strongly	O
and	O
positively	O
correlated	O
with	O
ALH	O
but	O
not	O
correlated	O
with	O
BCF	O
.	O
	
The	O
two	O
measures	O
of	O
swimming	O
pattern	O
(	O
LIN	O
and	O
STR	O
)	O
were	O
strongly	O
correlated	O
","	O
indicating	O
they	O
were	O
likely	O
measuring	O
a	O
similar	O
characteristic	O
of	O
sperm	O
movement	O
.	O
	
We	O
chose	O
LIN	O
as	O
a	O
measure	O
of	O
swimming	O
pattern	O
because	O
the	O
other	O
parameters	O
chosen	O
for	O
this	O
study	O
(	O
VSL	O
and	O
VCL	O
)	O
are	O
components	O
of	O
LIN	O
and	O
not	O
of	O
STR	O
.	O
	
Therefore	O
","	O
we	O
chose	O
measure	O
of	O
progression	O
(	O
VSL	O
"),"	O
vigor	O
(	O
VCL	O
"),"	O
and	O
swimming	O
pattern	O
(	O
LIN	O
)	O
for	O
statistical	O
analyses	O
.	O
	
These	O
three	O
measures	O
are	O
also	O
not	O
as	O
heavily	O
dependent	O
on	O
the	O
type	O
of	O
CASA	O
instrument	O
used	O
","	O
allowing	O
for	O
some	O
comparison	O
with	O
results	O
from	O
other	O
studies	O
.	O
	
Statistical	O
analysis	O
.	O
	
Statistical	O
analyses	O
were	O
performed	O
using	O
semen	O
parameters	O
both	O
as	O
a	O
continuous	O
measure	O
and	O
dichotomized	O
using	O
World	O
Health	O
Organization	O
(	O
WHO	O
)	O
reference	O
values	O
for	O
sperm	O
concentration	O
(<	O
20	O
million	O
sperm	O
/	O
mL	O
)	O
and	O
motility	O
(<	O
50	O
%	O
motile	O
sperm	O
;	O
WHO	O
1999	O
).	O
	
We	O
used	O
the	O
Tygerberg	O
Strict	O
Criteria	O
for	O
morphology	O
to	O
determine	O
below	O
-	O
reference	O
morphology	O
(<	O
4	O
%	O
normal	O
morphology	O
)	O
(	O
Kruger	O
et	O
al	O
.	O
	
1988	O
).	O
	
Men	O
with	O
values	O
above	O
reference	O
values	O
for	O
all	O
three	O
semen	O
parameters	O
were	O
used	O
as	O
comparison	O
subjects	O
in	O
the	O
logistic	O
regression	O
models	O
.	O
	
For	O
the	O
CASA	O
motion	O
parameters	O
(	O
VSL	O
","	O
VCL	O
","	O
and	O
LIN	O
"),"	O
we	O
used	O
multiple	O
linear	O
regression	O
models	O
to	O
assess	O
associations	O
with	O
insecticide	O
metabolites	O
.	O
	
Nine	O
azoospermic	O
men	O
were	O
excluded	O
from	O
the	O
CASA	O
analyses	O
because	O
motion	O
parameters	O
were	O
not	O
measurable	O
.	O
	
Insecticide	O
metabolite	O
concentrations	O
were	O
used	O
both	O
as	O
a	O
continuous	O
measure	O
and	O
categorized	O
into	O
tertiles	O
.	O
	
For	O
metabolite	O
values	O
below	O
the	O
limit	O
of	O
detection	O
(	O
LOD	O
"),"	O
corresponding	O
to	O
0	O
.	O
25	O
μg	O
/	O
L	O
for	O
TCPY	B-Chemical
and	O
0	O
.	O
40	O
μg	O
/	O
L	O
for	O
1N	B-Chemical
","	O
an	O
imputed	O
value	O
equal	O
to	O
one	O
-	O
half	O
the	O
LOD	O
was	O
used	O
.	O
	
Normality	O
of	O
the	O
metabolite	O
concentrations	O
and	O
semen	O
parameters	O
was	O
assessed	O
","	O
and	O
appropriate	O
transformations	O
were	O
performed	O
before	O
linear	O
regression	O
.	O
	
Distributions	O
of	O
TCPY	B-Chemical
","	O
1N	B-Chemical
","	O
and	O
sperm	O
concentration	O
were	O
log	O
-	O
transformed	O
in	O
the	O
models	O
.	O
	
The	O
remaining	O
semen	O
parameters	O
and	O
CASA	O
parameters	O
were	O
normally	O
distributed	O
and	O
not	O
transformed	O
.	O
	
Semen	O
parameters	O
were	O
stratified	O
by	O
demographic	O
categories	O
to	O
investigate	O
the	O
potential	O
for	O
confounding	O
.	O
	
Associations	O
between	O
demographic	O
variables	O
and	O
insecticide	O
metabolite	O
levels	O
were	O
also	O
explored	O
.	O
	
We	O
considered	O
smoking	O
status	O
","	O
race	O
","	O
age	O
","	O
body	O
mass	O
index	O
","	O
a	O
previous	O
exam	O
for	O
infertility	O
","	O
and	O
abstinence	O
time	O
as	O
potential	O
covariates	O
.	O
	
Inclusion	O
of	O
covariates	O
in	O
the	O
models	O
was	O
based	O
on	O
statistical	O
and	O
biological	O
considerations	O
(	O
Hosmer	O
and	O
Lemeshow	O
1989	O
).	O
	
Covariates	O
were	O
entered	O
into	O
the	O
models	O
individually	O
in	O
a	O
forward	O
stepwise	O
manner	O
.	O
	
Covariates	O
that	O
changed	O
the	O
exposure	O
parameter	O
estimate	O
by	O
greater	O
than	O
10	O
%	O
were	O
retained	O
in	O
the	O
multivariate	O
model	O
and	O
were	O
considered	O
confounders	O
.	O
	
There	O
was	O
evidence	O
of	O
confounding	O
by	O
both	O
age	O
and	O
abstinence	O
time	O
in	O
many	O
","	O
but	O
not	O
all	O
","	O
of	O
the	O
models	O
for	O
the	O
various	O
outcome	O
measures	O
.	O
	
However	O
","	O
because	O
there	O
is	O
evidence	O
that	O
age	O
and	O
abstinence	O
time	O
are	O
associated	O
with	O
semen	O
quality	O
","	O
we	O
included	O
them	O
in	O
all	O
multivariate	O
models	O
(	O
Blackwell	O
and	O
Zaneveld	O
1992	O
;	O
Kidd	O
et	O
al	O
.	O
	
2001	O
).	O
	
Age	O
was	O
modeled	O
as	O
a	O
continuous	O
independent	O
variable	O
.	O
	
Abstinence	O
time	O
was	O
modeled	O
as	O
an	O
ordinal	O
variable	O
with	O
five	O
categories	O
:	O
≤	O
2	O
","	O
3	O
","	O
4	O
","	O
5	O
","	O
and	O
≥	O
6	O
days	O
.	O
	
Results	O
	
A	O
total	O
of	O
330	O
eligible	O
men	O
provided	O
a	O
single	O
semen	O
and	O
urine	O
sample	O
.	O
	
The	O
distributions	O
of	O
urinary	O
levels	O
of	O
TCPY	B-Chemical
and	O
1N	B-Chemical
for	O
the	O
330	O
men	O
are	O
presented	O
in	O
Table	O
1	O
","	O
as	O
are	O
adjusted	O
metabolite	O
distributions	O
after	O
excluding	O
men	O
with	O
highly	O
concentrated	O
or	O
dilute	O
samples	O
according	O
to	O
creatinine	B-Chemical
(	O
23	O
of	O
330	O
men	O
;	O
n	O
=	O
307	O
)	O
or	O
SG	O
(	O
58	O
of	O
330	O
men	O
;	O
n	O
=	O
272	O
).	O
	
SG	O
-	O
adjusted	O
TCPY	B-Chemical
and	O
1N	B-Chemical
levels	O
were	O
moderately	O
correlated	O
(	O
Spearman	O
correlation	O
coefficient	O
=	O
0	O
.	O
3	O
;	O
p	O
<	O
0	O
.	O
1	O
).	O
	
Demographic	O
characteristics	O
and	O
semen	O
parameters	O
are	O
described	O
in	O
Table	O
2	O
.	O
	
Subjects	O
were	O
primarily	O
white	O
(	O
82	O
"%),"	O
with	O
a	O
mean	O
(±	O
SD	O
)	O
age	O
of	O
36	O
.	O
2	O
±	O
5	O
.	O
5	O
years	O
","	O
and	O
72	O
%	O
had	O
never	O
smoked	O
.	O
	
The	O
proportion	O
of	O
men	O
with	O
a	O
previous	O
exam	O
for	O
infertility	O
was	O
higher	O
among	O
all	O
three	O
of	O
the	O
below	O
-	O
reference	O
semen	O
parameter	O
groups	O
(	O
48	O
"%,"	O
36	O
"%,"	O
and	O
40	O
%	O
for	O
sperm	O
concentration	O
","	O
motility	O
","	O
and	O
morphology	O
groups	O
","	O
respectively	O
)	O
than	O
among	O
the	O
comparison	O
group	O
(	O
25	O
%).	O
	
The	O
semen	O
parameter	O
categories	O
were	O
not	O
mutually	O
exclusive	O
.	O
	
A	O
man	O
could	O
contribute	O
data	O
to	O
one	O
","	O
two	O
","	O
or	O
all	O
three	O
of	O
the	O
below	O
-	O
reference	O
groups	O
.	O
	
Odds	O
ratios	O
(	O
ORs	O
)	O
for	O
the	O
relationship	O
between	O
dichotomized	O
semen	O
parameters	O
and	O
SG	O
-	O
adjusted	O
metabolite	O
tertiles	O
are	O
presented	O
in	O
Table	O
3	O
.	O
	
Compared	O
with	O
men	O
in	O
the	O
lowest	O
1N	B-Chemical
tertile	O
","	O
men	O
in	O
both	O
the	O
medium	O
and	O
high	O
SG	O
-	O
adjusted	O
1N	B-Chemical
tertiles	O
were	O
more	O
likely	O
to	O
have	O
below	O
-	O
reference	O
sperm	O
concentration	O
{	O
ORs	O
for	O
increasing	O
exposure	O
tertiles	O
=	O
1	O
.	O
0	O
","	O
4	O
.	O
2	O
[	O
95	O
%	O
confidence	O
interval	O
(	O
CI	O
"),"	O
1	O
.	O
4	O
–	O
13	O
.	O
0	O
"],"	O
4	O
.	O
2	O
[	O
95	O
%	O
CI	O
","	O
1	O
.	O
4	O
–	O
12	O
.	O
6	O
];	O
p	O
-	O
value	O
for	O
trend	O
=	O
0	O
.	O
1	O
}	O
and	O
sperm	O
motility	O
[	O
1	O
.	O
0	O
","	O
2	O
.	O
5	O
(	O
95	O
%	O
CI	O
","	O
1	O
.	O
3	O
–	O
4	O
.	O
7	O
"),"	O
2	O
.	O
4	O
(	O
95	O
%	O
CI	O
","	O
1	O
.	O
2	O
–	O
4	O
.	O
5	O
);	O
p	O
-	O
value	O
for	O
trend	O
=	O
0	O
.	O
1	O
].	O
	
Although	O
the	O
ORs	O
for	O
the	O
second	O
and	O
third	O
tertiles	O
were	O
both	O
significantly	O
different	O
from	O
1	O
.	O
0	O
","	O
the	O
exposure	O
–	O
response	O
trends	O
were	O
not	O
monotonic	O
.	O
	
There	O
were	O
suggestive	O
associations	O
between	O
SG	O
-	O
adjusted	O
TCPY	B-Chemical
with	O
sperm	O
concentration	O
(	O
1	O
.	O
0	O
","	O
2	O
.	O
1	O
","	O
2	O
.	O
4	O
;	O
p	O
-	O
value	O
for	O
trend	O
=	O
0	O
.	O
9	O
)	O
and	O
sperm	O
motility	O
(	O
1	O
.	O
0	O
","	O
1	O
.	O
6	O
","	O
1	O
.	O
7	O
;	O
p	O
-	O
value	O
for	O
trend	O
=	O
0	O
.	O
9	O
).	O
	
However	O
","	O
the	O
estimates	O
for	O
the	O
second	O
and	O
third	O
tertiles	O
suggest	O
that	O
the	O
dose	O
–	O
response	O
relationship	O
was	O
not	O
monotonic	O
.	O
	
Sperm	O
morphology	O
was	O
weakly	O
associated	O
with	O
both	O
TCPY	B-Chemical
and	O
1N	B-Chemical
.	O
	
To	O
further	O
explore	O
potential	O
dose	O
–	O
response	O
relationships	O
","	O
subjects	O
were	O
divided	O
into	O
quintiles	O
based	O
on	O
SG	O
-	O
adjusted	O
1N	B-Chemical
and	O
TCPY	B-Chemical
concentrations	O
(	O
Figures	O
1	O
and	O
2	O
).	O
	
Although	O
not	O
monotonic	O
","	O
there	O
were	O
relationships	O
between	O
increased	O
1N	B-Chemical
and	O
sperm	O
concentration	O
(	O
OR	O
estimates	O
for	O
increasing	O
exposure	O
quintiles	O
were	O
1	O
.	O
0	O
","	O
0	O
.	O
7	O
","	O
2	O
.	O
3	O
","	O
3	O
.	O
6	O
","	O
2	O
.	O
4	O
;	O
p	O
-	O
value	O
for	O
trend	O
=	O
0	O
.	O
2	O
)	O
